order_id,product_id,price,customer_id,product_category_name,review_score
736e1922ae60d0d6a89247b851902527,19936fa4f614ee0590d3b77ac83fd648,1790.0,ec5b2ba62e574342386871631fafd3fc,telefonia_fixa,1
6ba0683fc45576a6050dfba5f9c41bb1,cc4c16052222d5347726b1af1bfe7462,199.99,0040a8417928d0d5abd5169cd7877181,relogios_presentes,5
6fa7108940c47458d4fb891b0b6a8a21,84f456958365164420cfc80fbe4c7fab,84.9,19669d038ed56a7ac64ccb06dda3e852,cama_mesa_banho,4
de623c0b6bb8c160e80eaacc3100433a,3ed1acff2a294f6e314f95ffdd76002c,109.9,5657037a025fe48001ac545834d7b7d1,automotivo,4
bc7378e3329da5c228531efaaabb18ae,f3d7339839e02f580fe8fca5755e0e25,36.75,5562b9ca12dd2d9bc4deaadb6774e3eb,bebes,1
465a9ee52befcd11131e1f522fce467f,570df4c7c2a1ba5d810f27b93c584232,168.0,734d134a571d5b19d6a04edfeee25d93,esporte_lazer,4
c2d61723f3e69b1e2bb9cc9c638c0b5e,84f456958365164420cfc80fbe4c7fab,84.9,d608d88b8e4dfd4114634d9759b2f63b,cama_mesa_banho,2
10feb46f47b85fa9eee572eb5521dd54,d2f5484cbffe4ca766301b21ab9246dd,12.88,07f4efb08d07550827c630c7bbf6e72f,informatica_acessorios,5
d7f0f03f8aff02c307964f1ecb044a5f,ef7bac3fcd96b1f97400cb9cf17902d8,119.9,1d2830eca44109fe01eb92696f99baf9,brinquedos,5
98991dc034323e310fdd97b8af6064b0,928e52a9ad53a294fdcc91bcf59d1751,130.0,85db3d57353cb12f8ccf1140ea473082,utilidades_domesticas,5
04f6cdae6a85ade2864cd5fc811fb9ba,bae8ac5e125a98fe445bc17714104709,139.0,fcbd7b0353381303b9fc5b486f398838,malas_acessorios,5
adf094db594ac7282fe50859f69cdb31,ba4a91633739ceceb2b73b627e2cfbc3,149.99,02841fd8efadbaf1b2e99e29822ed8e2,moveis_escritorio,5
ab5ff8523a162735e1d5ce37a2e4be76,a5e537da8376b8623758e0186bfa400f,69.9,beda2760f494f9ad8fafa5343c4d9a85,eletroportateis,5
1b0e1058a094f333948edf16f4248323,d1a57f4402dbfe2cb1c271ad0da64311,29.9,91e07c844b9c9cd8a820a32f93af9629,beleza_saude,5
23941956ac5ebb846fc41ddbf76e7ccc,ac0bb4405e9661957160dd5ee9d5585c,149.99,63e6159a468d15ffee3037bacc550c29,brinquedos,5
9e02c4c728d01f48f6a07f6179cef325,ffa7e0cbe11656d11a117b534bb1db27,14.49,912432b1441d770e3a875423ef50f6af,beleza_saude,4
e7f4523b6b3d8e132da47b94e7b09235,6e6cc4bc64ffea91782dbc0cc7c325d9,29.0,caf41181500ad3417b42e255355ffd7d,papelaria,5
f5406ee32e8586e5a8834586c65c4187,db6796aa712a2626572bb3d0b9a039cf,52.9,1e4390f0fddd44b98a4c25f27009e1cf,cama_mesa_banho,5
e6acd035a11603d3f61a37185f681a5c,3b04dbc12a3fcaa8402b8dd2b3a909d7,989.0,018d3918d60c2e821b654b8eb4cfde55,ferramentas_jardim,5
de3bee1ce2ff36750efc09a389ea029e,d1c427060a0f73f6b889a5c7c61f2ac4,119.0,88913416ba9c9be4c8217d461ab5b7af,informatica_acessorios,5
7e50d85d90ed82feaf9011470ce9e36e,28beefcab28e6a3b659bae1bf1cbe453,25.0,42247da546edf5752cf0a3259d18df38,telefonia,1
fbd68bde483e90e5e14a0d0e608b907f,67bd616e1ba0d3d3e8545f3113b0140d,14.49,926c0b9740ad5d440fa03396ca057aed,beleza_saude,5
6068425eef94486cf980570a1e00b58c,5e2ac503775a811be6aeeb9f87830e92,53.9,1d0c4d56d5c41a141201ea8df99e59bc,cama_mesa_banho,4
22c7d5e040008a3a92511cde8f592f06,ce6f74096c84567f22728c84f3d6e7fc,114.9,cf67eba1075cf29bb068152ac8476d24,cama_mesa_banho,3
d4483d3fe5bb19cb4dcfe5d9a0bd4604,50e08517d3e71a6c24abf633e8d88ca1,235.0,a4006adf432fbcb1718231ca5a5ca743,utilidades_domesticas,5
44f9bb85e9dfb3f106dd017fbd8b8006,cb81df0e3ccece253557f2a07df4727e,45.0,213133b1f3d6d32a0380333e4ff1102c,esporte_lazer,1
fbb38f33f44df110ef060767b70bdfa3,b192be433004cc1f10b467c0e9ea309b,179.9,ba1249c05a651c21b3e6a99caaad9525,informatica_acessorios,1
88d7e753142771dcd0b1e0ad155fc626,11a8af1af041fa2d890e7922566feadb,189.9,b8c4d65bf3206ebf8fe12688f304b54c,fashion_bolsas_e_acessorios,1
aad1f17a009853a69d204e2c5e58a11c,b0ff78dc1b5fdca6b5d9ec76cfe4cc3b,70.0,afd087e97215a023e1b25a1d3b820218,moveis_decoracao,5
15835b4cf971838ce051b97200baa5ac,265f4031e6bbb8ee2c1590baca25c89f,15.9,f0efcec882dd726dd5dca4d34d978001,automotivo,5
fe52ddd89601a213e982835b2e24e16f,79e42c4fa2bde6e0c828d23c4fb7df35,59.9,89a9dfe145aa47ad5e572ed886e18ba6,instrumentos_musicais,5
6f6785dde266434130a2aa8af06a52b7,35afc973633aaeb6b877ff57b2793310,84.0,e19274edf7a9c51689822810be84c9e9,casa_conforto,5
f4b84983666d1ac021c0522f00a405c0,8acf0061d1c7b72c3a4857db994ecc79,69.97,6a4d0a6c3f1bbcd88b4e58633a4f8184,cama_mesa_banho,1
b5117b798b05270121d510721a774801,57414a165829139b9b534f0b4a794fe0,98.0,f7f184063ab8cc7efdc45ed1ad02cf70,pet_shop,5
a89be75924730a39d29149cc159514e1,513d6bfa0cc5198ae04a6ebf0baeae98,14.99,190e688d1f5aae2e04a68016c3671b25,eletrodomesticos,5
a4101dff2487b4a3d89330b9fe480475,c1cf8f51eac90b1ff478250b3d35c37b,35.0,681a0a16e33799607c5f5be2c0b7195a,esporte_lazer,5
a54a12a470f9a5a89f1a1f19607959ca,28f61ad35fb219e9debd750a73b63985,41.79,a8f78dc3ca07ecfceb3908935971ea3d,informatica_acessorios,5
d14be34d97ddedb3f0b7379757f862ae,053dc19b1456837ad35f75a6fdce5988,50.4,1b82007e71296201322c8a836ad49a8f,esporte_lazer,5
fb8d4fa3b150bb3a129a10015eeac145,8817f0cda3d5b42e5f949ee3be9dc80c,13.99,32528e4f1eaacf4bef51744ce7827974,perfumaria,1
13c275bb0585b060da0d45973177dc80,73bcea88583002fe12b7399af4ae60da,122.0,4926825c314ed54a0391bcf4c0765afc,relogios_presentes,5
af19170492290aa8663d820e73d09524,db8d62bf1bf1d2dd880c99b88ebff3fb,19.0,083de6cf2da0a625906af6a558106b28,automotivo,5
5c2c3051e99aa85bb1f2260f51e59f49,1c4dbd58e9b07007a271122f96bb0add,149.0,cb2e11bace32ece844401b0cae25430b,cama_mesa_banho,2
dfa0b68ab249dcab78fb4046b7f3050d,1937b3e587fc766c8d1cef0c11c6aa53,49.9,47fbb158df800dc51ea6b33d40e214b5,esporte_lazer,1
d86359a45e3f6c6d8b35f7b13e41abf5,a62e25e09e05e6faf31d90c6ec1aa3d1,105.0,a1acf95041edd043087a040e89449636,relogios_presentes,5
93b06656d7999e4508fb835a56f85d69,aca2eb7d00ea1a7b8ebd4e68314663af,69.9,6d7fcad42b71ecdbbb4fbac3f1dff7c4,moveis_decoracao,5
88e3babdb4772c2fc14b52cee9cf7da7,1d0e69d769465dd7bacc44f752215f10,119.3,307d23e1f14bd104cf9d7720157079a3,brinquedos,1
80d2f4b0e0fb1b8385d270a2d585a1e4,0ddf5b8a3a2a417e9ec403ddd8a59446,59.99,2cbe7c4786ce290dd92f38ad6871b72d,pet_shop,5
67c73223021cafc75df9335173151314,665839d5bdf604c2909beca037c57144,58.0,d91a0d822683606627c0694c208b90db,brinquedos,5
5a2346612cba6473e86fcab758bc0964,7c55ea4aea1acf1ce11440010f5aa298,399.0,6ade91e1b82b82f743dc593773f5a329,utilidades_domesticas,1
8fa4c1bf3c1b27d1349e2aa934aed53f,962a6951154f98f2c8e9a5b8b2bcf4a9,75.0,3109eab8c772e5f8761f25a92045442b,moveis_decoracao,5
047250e11ece4201a2083bc3b62866bf,efdc6e0a04b68a8c329d485ab2bde52e,34.9,c3d50bc4ad064591467c0b454d018a14,cool_stuff,5
b49fb5d1cf86975cf5a295431c278a33,d8cabd83757ecf48a7d2628dee9135c1,189.0,919898139ad85605b36f05302f908a95,perfumaria,5
4412d97cb2093633afa85f11db46316c,993ac19aa975075775c16ba15426f8be,2499.75,71901689c5f3e5adc27b1dd16b33f0b8,informatica_acessorios,1
018cb6a10649393055c272ba2984e8bb,3c949f7dabf571691248f935a0063fbd,56.8,169c3ca987a830baef97320592292dae,beleza_saude,5
f5bb23a6bf7d9bd0d8b8d4575dd82b58,a5bbc554f75cf4afa2cd56791015ec27,55.0,148563b1c48bb1f2aa137060c86afb7f,instrumentos_musicais,2
b18478bbf9b2283e3d12452f69fd9ce2,5d6bea33648f018dbb563f3a2fab09f3,150.0,79af00341a7edf65ba773dee228d5008,moveis_decoracao,4
739ee3ad0ec77a3a878e07dd15508f4c,58a56598bd27e4169dd5ab99d2eee335,23.99,5767d4465dcba8fad68828553be9f5f4,esporte_lazer,2
8e9358bf838db65d965ffe0913252ac8,78119fbfa709d07b86f5ccf15043c6d6,181.0,f3aa1c92c018f313579899999ea7ec40,cool_stuff,1
dc9d98442e1b036b58ba9dadf51a52ef,84c4e13ecfbf13c8e4039927f887154b,44.05,7fff48e646846dd8b43891eaf34e71d6,moveis_sala,3
15835b4cf971838ce051b97200baa5ac,265f4031e6bbb8ee2c1590baca25c89f,15.9,f0efcec882dd726dd5dca4d34d978001,automotivo,5
a653bb2e2418fd13d746e3639879aa83,c7a3f1a7f9eef146cc499368b578b884,979.0,404e9aa29dd2f4f68be287245f0e1e50,portateis_cozinha_e_preparadores_de_alimentos,5
0553f54e437f2d7fddccf81ae9a646c6,d5c263f4d651ba657c900ce70a4be7de,47.9,9959467a8562a7937386de4cdc07ae13,telefonia,5
a98f79318168a3b20eca9c4530909f49,591d4f16311726b70ab348c9e3c49a33,791.95,9d49beb924f367539805cfc5edf5330f,cama_mesa_banho,1
231f6725cc4f33c7d2473e21240e34fe,a03e401d58a45187271718c5d7610422,320.0,75bd6ebc264758fa7ce7c528efb485b1,utilidades_domesticas,5
f97ad7d35270638277b3209506431b82,c4a75a5c2477e9b73590c227e72052b8,72.9,54f2e25e66f702784c3c9e32d931b037,instrumentos_musicais,5
5afaa7b618c8776fad63ca23a14a8035,1f411e9a31196b71ed8438c8254b858e,619.99,bca5625f843661186a352a2c160843ee,pcs,5
cf8152b6a51ad306ad09a2d253c8133c,6d07236d4abe99b5b1cbf368971bf6e7,38.0,9b0ca7ce354778d017ea016dd199f9ee,brinquedos,5
d83704206184936b569352ae7f704788,cc59cf334461196527f790e5c9191ece,133.99,19a8557e231a08f8ba5848eff79f1199,pet_shop,1
b77c6d3c0334b27a51f220038f0ef8ac,e2c49770bf52260e9960ccefdd38e960,29.9,6b512ff5290c944376228994fdb4a2a8,beleza_saude,5
6e1199a328a9d52a7f04542ee9092ff1,2002fc3ec2d8a30a7588628fe7aff958,30.0,89ed9f545e7adb16e072d52358423f8c,eletronicos,5
7b69c36bb030670f6cdf3f18ef627824,28beefcab28e6a3b659bae1bf1cbe453,25.0,8a383b32730613dc413d8b0ee467d5d6,telefonia,3
553ba7f2b59345ea057f5a8062784dfd,fc8595227785863846b7daa2ae3f2c9b,139.0,2da1ba0c63163f633ff084cd90fdcc25,beleza_saude,4
35b0513eaf7a477cdb93469b7b4a3d6c,953439fbf9090e2362532905d89b991f,169.9,8392aac1ac8a8a59e95b757b50387c0b,utilidades_domesticas,1
8fe3b44d3161e377a52ba346b2b0ec08,8b6ede776c9602a1db79d27547ff8253,45.0,6066d537b297112e9ad8737b8c8a2eb6,informatica_acessorios,4
afb45414100054ba4a61c3fd695ec72b,f521813909e310116b6b2f0b11f3dd44,101.0,28b262124355fd4a2cb7c60d28d27d28,moveis_decoracao,5
6d0ef3c8cc6b6399e18942b77559dceb,8b50a72d52d7a91fb19d19fbe069e2f2,44.99,f5a4c00b35faeaa5df60b49a2a5695de,utilidades_domesticas,1
2d0a9e6d2de5c45b98c59fdd868f2076,09c3a2ea33f044aebffecd6681e00133,40.0,bf0233a486e102239a5d72d15d5b0b5b,moveis_decoracao,5
a2d65cbc20a4d7cbdbda0bc41b1e228c,0bcc3eeca39e1064258aa1e932269894,49.9,37a237d3dc5df18a2de090ec35626a35,ferramentas_jardim,3
5be92ef6cf4a42ece07ad8bc3c00c70b,2b4662eb979b4254e70b334e76ba0470,129.0,eb8785624bbc5262c11b11518c6b9c33,cama_mesa_banho,4
68354b9bbb79df0863b0138440c9e1b1,5fb00b8c5c7ec5ea3a19223f6e8d6b40,31.6,c86f7c54e57bc83cdfcb2406c144f038,bebes,1
d28b9fc7e25679fbae70211d38a44518,f71050e65776861c8c3ec7a2d2b0194c,85.71,3c18062d70c18ab190b4772535ab9618,utilidades_domesticas,4
64c3463da17e1c9262d302b03a81fb0b,43fbb9403319de5e660094ddbe8cc0a4,14.99,589a69c58e212423c7bf817269be05df,informatica_acessorios,3
